22.51,0.73,1.34,0.78
20.71,1.15,1.47,0.6
24.49,1.08,1.32,0.92
24.29,0.28,1.5,0.85
22.86,1.48,1.4,0.97
18.35,1.55,1.45,0.86
19.78,1.39,1.38,0.89
18.62,0.71,1.24,0.51
22.38,1.46,1.39,1.02
24.66,0.99,1.43,0.69
24.33,1.33,1.22,0.63
18.63,0.28,1.43,0.61
21.42,1.21,1.4,0.7
20.82,1.46,1.35,0.93
20.42,0.22,1.25,0.55
23.66,1.16,1.38,1
18.73,1.01,1.36,0.93
20.41,1.32,1.43,0.96
18.29,0.56,1.38,0.77
21.81,0.69,1.52,0.76
23.31,0.65,1.32,1
20.33,1.52,1.24,0.81
21.99,0.31,1.37,1
22.95,1.16,1.29,0.87
23.13,1.19,1.31,0.85
22.25,0.42,1.41,0.97
18.38,0.4,1.21,0.73
19.08,1.16,1.41,0.86
19.98,1.24,1.51,0.55
24.84,0.56,1.3,0.54
20.86,1.21,1.53,0.63
24.52,0.66,1.33,0.77
23.63,1.02,1.32,0.7
18.98,0.64,1.29,0.6
19.35,0.37,1.51,0.79
21.56,0.12,1.51,0.74
19.45,1.08,1.4,1.02
19.64,1.02,1.34,0.63
19.58,0.33,1.37,0.79
22.89,0.36,1.27,0.63
22.98,1.26,1.25,0.65
19.69,0.83,1.46,0.52
23.32,1.26,1.33,0.7
23.2,0.31,1.52,0.9
20.85,0.7,1.33,0.75
18.75,1.44,1.49,0.84
20.44,1.47,1.29,1.02
23.59,0.74,1.4,0.64
24.25,0.95,1.5,0.93
20.15,1.08,1.36,0.62
18.02,0.67,1.52,0.63
23.76,0.91,1.4,1.05
20.12,1.43,1.37,0.66
19.21,0.2,1.27,1.01
19.34,1.34,1.41,0.84
20.4,1.01,1.33,0.97
24.3,0.87,1.48,0.62
22.52,0.62,1.38,0.96
19.17,0.69,1.53,0.9
20.15,1.16,1.42,0.61
24.93,0.74,1.25,0.63
24.65,1.11,1.23,0.87
24.28,0.91,1.42,0.97
21.77,1.47,1.41,0.72
19.56,0.73,1.38,0.82
22.38,0.6,1.49,0.54
20.33,1.41,1.28,0.64
23.55,0.27,1.3,0.53
21.13,1.52,1.47,0.64
21.36,1.17,1.24,0.52
24.74,0.6,1.43,0.78
20.62,0.8,1.37,1.05
23.19,1.2,1.31,1.04
21.76,0.6,1.21,0.75
18.63,1.14,1.22,0.99
22.26,1.08,1.31,0.89
18.96,0.34,1.43,0.92
19.05,0.86,1.31,0.64
21.61,0.74,1.44,0.95
21.41,0.77,1.34,0.53
23.1,1.18,1.38,0.95
22.58,0.54,1.23,0.97
20.92,0.61,1.48,0.7
24.04,0.28,1.4,0.88
18.34,0.88,1.4,0.94
22.24,0.66,1.39,1.04
24.54,1.29,1.41,0.93
21.25,0.49,1.42,0.89
24.09,1.24,1.27,0.95
18.57,1.31,1.21,0.51
19.86,1,1.2,0.86
23.47,0.47,1.51,0.81
24.13,1.49,1.4,1.01
22.11,0.26,1.32,0.68
19.75,0.88,1.32,0.86
19.41,0.7,1.36,0.6
21.01,0.47,1.31,0.55
18.96,1.37,1.37,0.61
24.61,0.65,1.23,0.67
22.86,0.44,1.4,0.99
20.73,1.4,1.52,0.94
23.42,1.4,1.5,0.99
20.53,1.34,1.55,0.81
21.36,0.92,1.29,0.58
22.6,1.02,1.44,0.55
22.25,0.69,1.23,0.89
24.49,0.42,1.46,0.54
23.71,0.45,1.49,0.92
18.49,0.5,1.23,0.77
21.83,0.38,1.46,0.82
19.77,1.48,1.31,0.59
24.11,0.62,1.35,0.9
18.46,0.15,1.36,0.92
24.1,0.1,1.26,0.61
24.57,0.31,1.51,0.9
24.99,0.22,1.46,0.67
21.92,1.05,1.21,1.05
24.39,0.31,1.41,0.85
18.3,1.32,1.3,0.78
19.16,0.35,1.36,0.72
18.31,1.49,1.37,0.92
18.77,1.51,1.41,0.71
22.88,1.48,1.21,0.66
19.94,1.3,1.23,0.68
19.93,0.28,1.38,0.62
19.4,1.5,1.36,0.7
21.39,1.5,1.36,0.52
23.31,0.11,1.27,0.77
22.83,0.75,1.24,0.72
24.22,0.11,1.43,0.84
21.58,1.27,1.47,0.52
21.45,1.12,1.42,0.75
18.97,0.42,1.5,0.75
18.96,0.41,1.26,1.05
18.24,0.74,1.39,0.86
24.92,0.2,1.52,0.85
22.38,0.17,1.48,0.54
20.81,0.77,1.29,0.93
19.06,1.53,1.53,0.99
20.67,1.23,1.36,0.75
18.35,0.2,1.5,1.04
22.64,0.16,1.46,1.04
23.28,0.85,1.42,0.52
24.7,1.15,1.53,0.93
24.83,0.4,1.35,0.63
21.93,1.21,1.44,0.51
18.33,1.44,1.4,1
24.89,1.35,1.43,0.77
22.52,0.54,1.26,0.63
22.91,0.42,1.26,0.99
23.45,0.42,1.25,0.69
20.55,1.31,1.25,0.65
20.36,1.41,1.52,1.05
22.11,0.58,1.44,0.64
21.4,0.89,1.21,0.98
23.45,0.84,1.51,0.81
18.04,0.4,1.51,0.76
18.59,0.6,1.4,0.59
18.36,1.28,1.48,0.79
18.62,0.42,1.23,1.02
22.67,0.18,1.37,0.56
21.03,0.25,1.49,0.56
19.5,0.42,1.39,0.56
18.96,0.16,1.39,0.84
24.58,0.38,1.21,0.77
19.32,0.22,1.52,0.69
21.95,1.48,1.2,0.86
18.48,0.64,1.24,0.78
24.67,0.56,1.24,0.87
18.5,1.46,1.5,0.54
20.2,1.08,1.38,0.67
20.73,0.5,1.51,0.99
19.72,0.12,1.28,0.55
19.27,0.92,1.31,0.6
21.25,0.14,1.4,0.69
24.85,0.32,1.24,0.75
19.12,1.4,1.24,0.6
20.27,0.81,1.2,0.63
22.24,0.59,1.39,0.67
21.19,0.89,1.21,0.59
21.63,0.1,1.32,0.53
18.31,1.11,1.37,0.85
21.78,1.24,1.35,0.81
22.4,0.38,1.37,0.53
19.2,0.93,1.46,0.72
21.26,1.03,1.25,0.81
18.52,0.91,1.44,0.79
21.17,1.33,1.46,1.03
24.63,0.38,1.41,0.9
20.07,1.37,1.37,0.53
18.74,1.47,1.22,1
21.36,1.49,1.48,0.69
20.03,1.16,1.46,0.72
18.14,1.22,1.41,0.58
21.37,0.53,1.38,0.61
19.89,0.45,1.45,0.75
21.61,0.4,1.43,0.65
23.3,1.24,1.44,0.78
21.13,0.35,1.43,0.98
20.45,0.31,1.31,0.62
20.05,0.84,1.22,0.92
21.6,1.42,1.37,0.74
24.91,1.29,1.24,0.63
22.76,0.82,1.23,0.94
21.75,0.54,1.26,0.87
23.97,0.17,1.38,0.61
21.04,1.08,1.54,1.03
18.57,1.14,1.29,0.92
20.22,0.2,1.29,0.54
18.88,0.41,1.47,0.68
23.49,0.34,1.22,0.91
20.67,0.4,1.21,0.88
19.6,0.2,1.35,0.6
20.01,1.52,1.33,1
19.87,0.83,1.45,1.04
19.11,1.27,1.36,0.64
19.81,1.32,1.5,0.6
23.82,0.96,1.43,0.58
19.25,1.27,1.37,0.65
18.04,1.44,1.46,0.93
19.87,0.46,1.2,0.84
22.12,0.59,1.49,0.62
18.39,0.47,1.54,0.91
24.03,0.65,1.44,0.63
24.92,1.25,1.39,0.76
23.72,0.8,1.4,0.52
22.34,0.66,1.36,0.62
22.29,0.12,1.52,0.6
19.89,1.25,1.2,0.71
20.46,1.35,1.26,0.51
23.83,0.73,1.46,0.5
23.24,1.28,1.21,0.59
24.77,0.3,1.54,0.79
23.73,0.96,1.23,0.64
19.34,1.22,1.26,1.01
18.84,0.81,1.41,0.83
22.19,0.85,1.37,0.7
23.98,0.27,1.33,0.85
20.75,1.35,1.43,1.04
20.44,0.13,1.33,0.5
19.18,0.97,1.36,0.96
23.29,1.4,1.3,0.61
24.88,0.99,1.3,0.71
23.94,0.92,1.37,0.58
21.26,1.31,1.43,0.87
21.35,0.64,1.34,0.52
22.45,1.36,1.29,0.59
18.11,0.41,1.29,0.55
20.81,0.5,1.34,0.95
22.14,0.39,1.53,0.83
23.5,0.38,1.39,0.76
18.11,1.53,1.21,0.84
24.44,0.48,1.27,0.65
24.57,0.99,1.27,0.84
18.97,0.93,1.47,0.59
24.31,0.61,1.22,0.65
22.84,0.77,1.31,0.74
22.75,1.42,1.51,0.77
19.42,0.2,1.26,0.7
22.46,0.69,1.54,0.69
19.18,0.95,1.21,0.71
24.49,0.43,1.37,0.9
24.44,0.99,1.3,0.53
22.48,1.51,1.53,0.76
23.33,0.1,1.52,0.82
18.43,1,1.3,0.61
21.93,1.09,1.27,0.56
21.07,0.12,1.46,0.91
19.33,0.99,1.22,0.98
24.95,0.79,1.49,0.84
20.92,0.25,1.38,0.79
22.93,1.04,1.23,0.79
20.58,0.46,1.34,0.73
18.41,0.92,1.32,0.69
23.33,0.4,1.3,0.7
24.38,0.61,1.28,0.64
23.6,0.77,1.43,0.73
18.75,1,1.2,0.72
18.57,1.36,1.44,0.99
24.43,0.5,1.23,0.65
22.69,0.6,1.49,0.76
18.72,0.38,1.4,0.67
19.15,1.1,1.27,0.78
18.13,1.51,1.25,0.52
24.48,1.52,1.27,0.91
23.26,1.35,1.26,1
23.39,1.02,1.2,0.74
21.03,0.17,1.3,0.78
22.13,0.29,1.29,1.05
18.3,1.19,1.43,0.65
20.52,0.95,1.54,0.54
21.26,0.37,1.4,0.68
20.38,1.28,1.38,0.63
24.93,0.33,1.39,0.52
23.71,0.87,1.27,0.75
23.25,0.82,1.42,0.94
24.2,0.93,1.45,1.03
21.46,0.31,1.25,0.91
18.07,0.85,1.36,0.84
24.11,0.44,1.54,0.97
22.55,0.56,1.35,0.58
22.33,1.35,1.41,0.57
22.13,0.33,1.44,0.94
18.82,0.54,1.31,1.02
22.82,0.6,1.55,0.82
22.66,1.04,1.54,1.03
22.4,1.46,1.54,0.63
21.63,0.32,1.53,0.65
23.66,1.07,1.24,0.58
20.81,0.3,1.35,1.02
21.24,0.91,1.53,0.96
23.03,0.79,1.25,0.94
20.67,0.18,1.24,0.73
24.19,0.16,1.33,0.58
20.68,0.87,1.44,0.84
18.35,0.72,1.34,0.78
23.61,0.72,1.53,0.69
24.37,0.87,1.46,0.87
19.52,0.88,1.46,0.7
22.21,1.37,1.28,0.73
22.8,0.35,1.22,0.94
18.8,1.17,1.34,0.75
21.79,0.77,1.43,0.76
19.92,1.49,1.36,0.65
19.13,0.52,1.24,1.05
20.59,0.32,1.52,0.52
20.8,0.89,1.52,0.76
18.66,1.17,1.36,0.68
20.22,0.84,1.51,0.73
18.45,0.79,1.52,1.04
21.63,0.34,1.39,0.74
24.86,0.44,1.46,0.79
23.73,0.36,1.45,0.78
21.62,0.6,1.38,0.86
19.01,0.55,1.23,0.77
18.6,1.46,1.47,0.69
19.94,1.3,1.21,0.59
24.34,0.26,1.53,0.72
18.42,1.21,1.39,0.51
22.43,1.45,1.38,0.55
19.74,1.44,1.49,0.55
22.81,1.12,1.25,0.76
24.92,1.24,1.23,0.64
24.9,1.51,1.37,0.66
21.17,0.55,1.53,0.5
22.26,0.11,1.43,0.79
19.25,1.15,1.25,0.61
19.26,1.03,1.42,0.72
22.06,0.82,1.31,0.95
20.72,0.22,1.36,0.54
20.55,1.47,1.52,1.02
20.04,1.29,1.54,0.58
23.03,0.53,1.41,0.99
21.11,1.21,1.25,0.53
22.11,1.4,1.31,0.76
21.94,0.69,1.29,0.89
23.4,0.9,1.28,0.57
22.01,1.22,1.5,0.62
21.92,1.06,1.23,0.81
20.65,0.88,1.5,0.81
23.42,0.33,1.41,0.79
18.75,0.76,1.48,0.79
21.19,1.18,1.5,0.62
18.32,1.28,1.52,0.89
22.51,0.41,1.41,0.81
19.08,0.77,1.49,0.61
23.75,0.53,1.23,0.86
24.68,1.17,1.3,0.83
24.14,0.19,1.26,0.77
24.18,0.19,1.2,0.62
21.86,1.37,1.37,0.7
20.02,1.29,1.42,0.53
20.44,1.24,1.45,0.9
20.65,0.36,1.53,0.79
24.73,1.38,1.33,0.51
21.71,0.3,1.28,0.84
19.29,1.49,1.48,0.82
22.68,1.03,1.24,0.93
23.92,0.54,1.46,0.81
19.46,1.25,1.52,0.52
24.34,1.07,1.2,0.97
22.87,0.77,1.5,1
21.98,0.24,1.29,0.52
22.42,0.63,1.27,0.84
22.27,1,1.31,0.77
24.27,0.68,1.48,0.85
20.08,1.38,1.52,0.5
19.68,1.13,1.44,1.01
18.88,0.74,1.55,0.73
18.13,1.01,1.42,0.8
22.53,0.57,1.28,0.74
18.14,0.75,1.26,0.99
22.47,1.35,1.23,0.56
22.11,0.36,1.26,0.89
22.29,0.81,1.47,0.6
18.21,0.45,1.48,0.8
22.17,0.23,1.37,0.52
20.32,0.64,1.43,0.78
22.74,0.81,1.46,1.03
24.82,1.04,1.37,0.81
19.19,1.19,1.49,0.89
24.29,0.82,1.27,0.51
22.93,0.51,1.44,0.59
20.6,1.53,1.42,0.79
22.02,0.9,1.48,0.88
24.63,0.62,1.21,0.65
24.05,1.45,1.35,0.69
21.99,1.27,1.38,0.93
21.98,1.02,1.3,0.8
23.19,0.37,1.4,0.57
19.76,0.36,1.33,0.89
24.37,1.19,1.38,0.64
18.67,0.59,1.2,0.95
22.07,0.4,1.5,0.61
22.91,1.02,1.55,0.54
20.32,0.91,1.53,0.51
22.21,1.37,1.31,0.9
19.06,1.14,1.32,0.84
22.32,0.22,1.54,0.94
20.6,0.84,1.32,1
19.96,0.2,1.49,0.66
21.34,0.19,1.35,0.85
21.71,0.19,1.39,0.81
20.94,0.87,1.22,0.67
18.96,0.26,1.27,1
19.24,1.02,1.54,0.85
19.45,0.41,1.27,0.55
21.16,0.4,1.53,0.65
22.68,1.01,1.54,0.51
24.92,1.31,1.35,0.84
23.47,0.58,1.53,0.69
19.7,1.32,1.25,0.61
22.5,1.41,1.49,0.9
21.41,0.87,1.41,0.71
22.34,0.76,1.45,0.9
19.82,0.36,1.2,0.51
18.2,0.79,1.53,0.7
21.61,0.37,1.34,1.04
18.56,1.09,1.33,1.02
18.75,0.9,1.45,0.66
24.09,1.34,1.53,0.82
18.28,0.88,1.23,1.05
23.92,0.37,1.29,0.9
18.65,0.36,1.31,0.89
23.19,1.48,1.38,0.81
21.11,0.75,1.38,0.88
21.52,0.72,1.2,0.64
18.87,1.11,1.31,0.89
24.02,0.96,1.33,0.67
20.98,0.89,1.38,0.9
19.51,0.94,1.22,0.89
22.44,1.18,1.47,0.6
19.82,0.51,1.48,1.01
21.22,1.28,1.38,0.64
24.18,1.34,1.5,0.9
23.86,1.33,1.29,0.84
24.75,0.82,1.53,0.99
23.51,1.18,1.41,0.75
21.28,0.87,1.41,0.59
24.85,1.27,1.26,0.75
23.95,0.46,1.41,0.59
19,0.93,1.31,0.67
20.5,0.5,1.53,0.75
24.98,0.65,1.5,0.88
22.64,1.08,1.24,0.66
21.77,0.44,1.36,0.87
21.44,0.77,1.23,0.59
21.25,0.47,1.21,0.84
22.57,0.44,1.47,0.92
19.45,1.22,1.45,0.59
21.79,1,1.43,0.6
20.84,0.6,1.43,0.83
21.31,0.93,1.34,0.82
23.36,0.76,1.28,0.64
21.81,0.63,1.29,0.51
21.7,0.46,1.26,0.56
18.05,1.25,1.3,0.6
24.82,0.58,1.27,0.68
21.19,0.66,1.38,0.59
24.86,0.34,1.52,0.88
20.62,1.06,1.34,0.67
21.72,1.26,1.31,0.57
22.03,0.89,1.3,0.71
24.62,0.42,1.34,1.01
22.13,0.56,1.21,0.69
18.97,0.64,1.23,0.65
24.17,1.22,1.27,0.92
21.45,0.98,1.32,0.88
21.97,0.3,1.4,0.77
24.81,1.22,1.38,0.81
20.33,0.43,1.37,0.59
19.61,0.51,1.53,0.72
19.84,0.49,1.48,0.8
18.98,0.26,1.38,0.82
19.45,0.88,1.22,0.94
23.99,1.31,1.2,0.94
20.22,0.42,1.24,0.96
21.68,0.77,1.48,0.8
21.88,0.47,1.38,0.59
22.63,0.7,1.24,0.86
21.48,0.57,1.35,0.73
20.22,0.18,1.54,0.92
21.3,1.51,1.49,0.72
24.95,1.43,1.28,0.92
20.77,0.44,1.23,1.05
23.82,0.69,1.54,0.56
19.8,0.79,1.48,0.85
24.23,0.38,1.46,0.69
23.14,1.42,1.5,0.53
22.3,1.07,1.42,0.94
21.93,0.68,1.31,0.59
21.05,0.5,1.39,0.73
24.69,0.64,1.21,0.63
20.59,0.55,1.48,0.84
24.98,0.69,1.36,0.68
23.39,0.96,1.22,0.51
21.64,0.82,1.5,0.86
20.94,0.11,1.49,1.03
23.19,0.98,1.42,0.55
21.21,0.53,1.46,1.01
22.66,0.42,1.26,0.96
20.18,0.74,1.43,0.54
20.39,0.76,1.31,0.69
21.58,0.25,1.46,1.02
24.8,1.25,1.51,0.52
22.41,1.36,1.42,0.76
22.88,0.24,1.31,0.91
19.28,0.62,1.28,0.93
23.99,0.17,1.46,0.87
24.17,1.38,1.47,0.5
22.99,0.21,1.28,0.68
18.56,1.11,1.22,0.66
19.17,1.47,1.22,0.65
19.05,0.98,1.26,0.68
22.68,1.48,1.53,0.6
19.99,1.26,1.24,0.86
23.39,0.94,1.5,0.69
21.94,0.47,1.38,0.87
18.05,0.58,1.28,0.86
22.89,0.26,1.42,0.81
24.39,0.99,1.22,0.86
24.41,0.7,1.42,0.87
22.39,0.96,1.31,0.94
19.47,0.17,1.34,0.62
22.43,1.54,1.46,0.59
23.88,0.79,1.27,0.66
22.21,0.53,1.39,0.99
19.07,0.94,1.48,0.72
24.63,0.28,1.28,0.87
23.76,0.23,1.28,0.73
24.07,0.57,1.48,0.81
23.09,0.43,1.37,0.55
21.89,0.38,1.24,0.67
23.65,0.23,1.34,0.82
24.24,0.52,1.47,0.72
21,1.06,1.46,0.94
22.33,1.04,1.4,0.79
24.81,0.25,1.2,0.63
22.08,0.57,1.31,0.65
18.75,1.37,1.24,0.5
24.8,0.34,1.26,0.79
18.8,1.18,1.34,0.54
22.77,1.19,1.25,0.87
21,1.37,1.52,0.54
23.65,1.3,1.41,0.54
21.23,1.21,1.44,0.86
23.7,0.12,1.24,0.95
22.85,1.45,1.27,0.98
24.6,0.15,1.33,0.52
23.56,1.47,1.54,0.67
24.53,0.96,1.52,0.61
24.24,0.7,1.37,0.63
21.2,0.94,1.37,0.62
19.38,0.1,1.52,0.81
20.2,1.21,1.26,0.83
24.84,1.03,1.35,0.52
23.1,0.83,1.2,0.85
23.41,0.93,1.3,0.92
20.41,0.68,1.45,0.75
23.37,0.5,1.36,0.57
20.56,0.79,1.5,0.98
20.09,0.85,1.35,0.9
22.07,0.71,1.5,0.72
20.42,0.45,1.28,0.95
21.03,0.21,1.44,0.92
18.3,1.41,1.32,0.9
22.03,1.02,1.22,0.86
23.48,0.48,1.46,0.61
18.56,0.75,1.29,0.71
19.59,1.36,1.39,0.97
22.94,1.38,1.37,0.54
23.53,1.4,1.34,1.04
24.1,0.28,1.22,0.95
23.04,0.5,1.27,0.67
18.07,0.41,1.47,0.69
22.53,0.96,1.39,0.75
21.01,1.42,1.3,0.68
20.7,1.18,1.21,0.97
21.82,1.05,1.3,0.86
21.49,0.77,1.4,0.75
21.87,1.4,1.54,0.53
18.4,0.76,1.37,0.62
18.36,0.58,1.34,0.95
20.03,1.35,1.4,0.58
19.2,0.37,1.22,0.56
18.48,0.38,1.2,0.91
18.23,0.8,1.47,1.05
21.01,1.31,1.44,0.58
22.86,1.43,1.49,0.52
20.08,1.12,1.23,0.54
24.56,1.43,1.46,0.79
24.37,0.18,1.46,0.68
24.64,1.01,1.36,0.53
20.45,1.53,1.33,0.65
18.54,0.38,1.2,0.52
22.01,0.34,1.26,0.51
22.59,1.5,1.47,0.99
21.36,0.72,1.25,0.63
21.83,0.83,1.22,0.91
24.67,0.17,1.3,0.69
21.13,0.39,1.27,0.89
20.36,0.86,1.39,0.5
20.43,1.35,1.5,1.03
23.65,0.56,1.53,0.52
20.11,0.74,1.53,0.52
23.95,1.03,1.38,0.68
18.56,1.26,1.43,0.76
22.29,1.41,1.3,0.63
21.39,0.29,1.24,0.79
21.58,1.49,1.54,0.92
21.56,0.65,1.26,0.74
19.58,1.37,1.27,0.69
19.47,0.51,1.52,0.5
24.79,0.88,1.33,0.78
20.29,0.12,1.48,0.51
21.59,1.39,1.48,0.78
24.35,1.19,1.21,0.87
22.32,0.63,1.43,0.83
22.93,1.04,1.54,0.85
24.33,0.51,1.39,0.66
23.09,1.42,1.25,0.77
20.4,0.21,1.51,0.59
20.79,0.2,1.26,0.74
23.43,0.99,1.51,0.79
22.13,1.06,1.5,0.99
18.1,0.65,1.35,0.81
20.33,0.15,1.46,0.86
22.37,1,1.22,0.53
18.41,0.9,1.48,0.62
22.77,0.99,1.28,0.75
20.26,0.36,1.49,0.98
19.27,0.8,1.51,1
21.22,0.66,1.4,0.75
24.94,0.56,1.52,0.97
22.02,1.53,1.21,0.53
21.91,0.1,1.47,0.86
20.77,0.78,1.32,0.61
20.27,0.77,1.53,0.82
20.58,1.21,1.4,0.63
23.13,0.81,1.43,0.75
21.29,0.72,1.36,0.98
24.56,0.84,1.47,0.75
21.64,0.43,1.54,0.54
20.65,0.65,1.49,0.67
18.54,0.47,1.22,0.68
24.53,0.6,1.34,0.74
19.58,0.85,1.36,0.91
20.68,1.35,1.37,0.54
18.99,0.61,1.36,0.81
24.76,0.48,1.53,0.62
18.03,0.94,1.25,0.84
18.68,1.43,1.22,0.57
24.55,1.1,1.25,0.62
18.19,1.2,1.45,0.96
24.05,1.17,1.21,0.65
24.3,0.15,1.25,0.83
20.62,1.54,1.29,0.91
23.08,1.02,1.54,0.8
24.39,1.26,1.28,0.9
23.18,0.7,1.2,0.86
20.83,1.24,1.25,0.79
23.59,1.09,1.31,0.64
20.16,1.14,1.45,0.68
20.39,1.45,1.52,1.02
19.58,1.52,1.32,0.78
23.2,0.56,1.52,0.99
20.99,1.03,1.33,0.91
21.74,0.36,1.38,0.82
23.71,0.68,1.55,0.87
22.47,1.54,1.43,0.62
21.67,0.42,1.3,0.63
23.14,1.5,1.36,0.99
19.36,1.15,1.37,0.54
24.24,0.47,1.52,0.87
24.91,0.95,1.36,1
22.66,1.13,1.41,1.05
22.18,1.34,1.45,0.75
21.82,0.47,1.31,0.77
24.88,0.73,1.48,0.77
24.81,0.89,1.35,0.6
23.32,0.82,1.36,0.65
19,0.66,1.28,0.63
